tmdb_id,title,popularity,vote_average,vote_count,budget,revenue,release_date,genres,Sentiment
2655,What Lies Beneath,15.835672,6.3,488,100000000,155464351,7/21/2000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",-0.6
22794,Cloudy with a Chance of Meatballs,46.781182,6.5,1747,100000000,242988466,9/17/2009,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.13
8355,Ice Age: Dawn of the Dinosaurs,69.457898,6.5,2271,90000000,886686817,6/29/2009,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",-0.68
116745,The Secret Life of Walter Mitty,43.348022,7.0,3144,90000000,188133322,12/18/2013,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",0.7
4327,Charlie's Angels,40.20395,5.6,1232,92000000,264105545,11/2/2000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",-0.69
1422,The Departed,63.429157,7.9,4339,90000000,289847354,10/5/2006,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",0.73
10674,Mulan,67.427755,7.6,2008,90000000,304320254,6/18/1998,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",0.32
7446,Tropic Thunder,43.192048,6.5,1667,92000000,188072649,8/9/2008,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",-0.75
65754,The Girl with the Dragon Tattoo,47.651083,7.2,2434,90000000,232617430,12/14/2011,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",-0.8
1572,Die Hard: With a Vengeance,51.881077,6.9,2066,90000000,366101666,5/19/1995,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",0.75
10528,Sherlock Holmes,57.834787,7.0,5766,90000000,524028679,12/23/2009,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",-0.31
271969,Ben-Hur,29.608322,5.3,621,100000000,94061311,8/17/2016,"[{""id"": 18, ""name"": ""Drama""}]",-0.59
10865,Atlantis: The Lost Empire,51.548589,6.7,1224,120000000,186053725,6/2/2001,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.71
2253,Valkyrie,38.832842,6.7,1173,75000000,200276000,12/25/2008,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",-0.27
10661,You Don't Mess with the Zohan,40.597344,5.5,1048,90000000,201596308,6/5/2008,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",0.66
257344,Pixels,140.849495,5.6,2513,88000000,243637091,7/16/2015,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.77
644,A.I. Artificial Intelligence,34.035114,6.8,1974,100000000,235926552,6/29/2001,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",-0.58
10756,The Haunted Mansion,16.302378,5.2,466,90000000,182290266,11/25/2003,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",0.47
686,Contact,55.249434,7.2,1308,90000000,171120329,7/11/1997,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",0.77
9383,Hollow Man,28.200874,5.6,634,95000000,190213455,8/4/2000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",0.42
179,The Interpreter,18.69984,6.2,392,80000000,162944923,4/8/2005,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0.7
76285,Percy Jackson: Sea of Monsters,40.262261,5.9,1648,90000000,174578751,8/7/2013,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",0.29
1996,Lara Croft Tomb Raider: The Cradle of Life,56.811056,5.5,1418,95000000,156505388,7/21/2003,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",0.76
291805,Now You See Me 2,51.535701,6.7,3235,90000000,334901337,6/2/2016,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",-0.3
10003,The Saint,20.913852,5.9,302,68000000,118063304,4/3/1997,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",-0.22
1535,Spy Game,27.166757,6.8,579,92000000,143049560,11/18/2001,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0.93
2067,Mission to Mars,16.058284,5.7,369,90000000,60874615,3/10/2000,"[{""id"": 878, ""name"": ""Science Fiction""}]",-0.15
46195,Rio,46.200042,6.5,2166,90000000,484635760,4/3/2011,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",-0.26
2277,Bicentennial Man,24.939295,6.9,963,100000000,93700000,12/17/1999,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.83
4477,The Devil's Own,15.350451,5.9,290,90000000,140807547,3/12/1997,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",-0.54
8665,K-19: The Widowmaker,15.625949,6.1,264,100000000,35168966,7/19/2002,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",0.44
9387,Conan the Barbarian,31.802807,6.6,650,20000000,79114085,4/2/1982,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",-0.62
921,Cinderella Man,24.100863,7.3,616,88000000,108539911,6/2/2005,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",-0.57
49852,The Nutcracker: The Untold Story,3.593349,5.4,50,90000000,16178959,11/24/2010,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",0.48
4464,Seabiscuit,14.824166,6.7,216,87000000,148336445,7/22/2003,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",0.41
664,Twister,32.079995,6.1,950,92000000,494471524,5/10/1996,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",-0.99
8358,Cast Away,57.739713,7.5,3218,90000000,429632142,12/22/2000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",0.4
9836,Happy Feet,37.272385,5.9,1410,100000000,384335608,11/16/2006,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",0.22
2502,The Bourne Supremacy,53.213931,7.2,2825,75000000,288500217,7/23/2004,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",-0.0
9772,Air Force One,36.38795,6.2,840,85000000,315156409,7/25/1997,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",-0.54
161,Ocean's Eleven,60.929352,7.2,3783,85000000,450717150,12/7/2001,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",0.38
52451,The Three Musketeers,36.605246,5.6,924,75000000,132274484,8/31/2011,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",-0.61
76492,Hotel Transylvania,56.257411,6.8,2566,85000000,358375603,9/20/2012,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",0.93
4523,Enchanted,29.21998,6.6,1449,85000000,340487652,11/20/2007,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.95
59961,Safe House,34.773106,6.3,1345,85000000,208076205,2/9/2012,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",0.95
10481,102 Dalmatians,9.895061,5.1,313,85000000,183611771,10/7/2000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.67
59108,Tower Heist,36.743324,5.8,932,75000000,152930623,11/2/2011,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",0.3
1581,The Holiday,44.967453,6.7,1225,85000000,194168700,12/8/2006,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.5
9798,Enemy of the State,41.207568,6.7,1240,90000000,250649836,11/20/1998,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0.7
22897,It's Complicated,16.479851,6.2,360,85000000,219103655,12/23/2009,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.55
298,Ocean's Thirteen,42.069993,6.5,1999,85000000,311312624,6/7/2007,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",-0.33
7484,Open Season,26.61951,6.1,656,85000000,197309027,9/29/2006,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",0.26
157350,Divergent,80.316463,6.9,4663,85000000,288747895,3/14/2014,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.55
853,Enemy at the Gates,41.273567,7.2,999,68000000,96976270,3/13/2001,"[{""id"": 10752, ""name"": ""War""}]",-0.3
10159,The Rundown,24.107835,6.4,514,85000000,80916492,9/26/2003,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",0.89
9593,Last Action Hero,32.044191,6.1,712,85000000,137298489,6/18/1993,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",-0.52
1904,Memoirs of a Geisha,16.595874,7.3,652,85000000,162242962,12/6/2005,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",0.04
9615,The Fast and the Furious: Tokyo Drift,8.282876,6.1,1705,85000000,158468292,6/3/2006,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",-0.0
297,Meet Joe Black,36.069611,6.9,1147,90000000,142940100,11/12/1998,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",0.12
9884,Collateral Damage,18.827753,5.5,427,85000000,78382433,2/6/2002,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",0.43
62764,Mirror Mirror,48.126297,5.5,1114,85000000,183018522,3/15/2012,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",0.74
22538,Scott Pilgrim vs. the World,38.885195,7.2,2126,60000000,47664559,7/27/2010,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",-0.5
9341,The Core,29.211255,5.4,516,60000000,74208267,3/28/2003,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.87
12107,Nutty Professor II: The Klumps,17.783361,4.7,332,84000000,123307945,7/27/2000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.52
9637,Scooby-Doo,31.435539,5.4,820,84000000,275650703,6/14/2002,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",-0.75
49049,Dredd,57.673932,6.6,1940,50000000,41037742,9/7/2012,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.22
9339,Click,41.176631,6.0,2104,82500000,237681299,6/22/2006,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.4
16281,Creepshow,13.661289,6.7,226,8000000,21028755,11/12/1982,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",0.16
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,11.77398,4.9,119,85000000,112483764,7/30/2010,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.16
8247,Jumper,21.218,5.9,1799,85000000,222231186,2/10/2008,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.07
11253,Hellboy II: The Golden Army,58.57976,6.5,1527,85000000,160388063,7/11/2008,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",-1.0
1949,Zodiac,51.970905,7.3,2023,65000000,84785914,3/2/2007,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",-0.86
8452,The 6th Day,18.447479,5.7,595,82000000,96085477,11/17/2000,"[{""id"": 878, ""name"": ""Science Fiction""}]",0.08
310,Bruce Almighty,109.684788,6.4,3012,80000000,484572835,5/23/2003,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",-0.02
27578,The Expendables,77.580661,6.0,2926,80000000,274470394,8/3/2010,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",-0.79
954,Mission: Impossible,75.290998,6.7,2631,80000000,457696359,5/22/1996,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",-0.99
70160,The Hunger Games,68.550698,6.9,9455,75000000,691210692,3/12/2012,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",0.0
45243,The Hangover Part II,58.040149,6.2,3739,80000000,254455986,5/25/2011,"[{""id"": 35, ""name"": ""Comedy""}]",-0.2
364,Batman Returns,59.113174,6.6,1673,80000000,280000000,6/19/1992,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",0.42
7518,Over the Hedge,36.32705,6.3,1074,80000000,343397247,4/22/2006,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",-0.98
11544,Lilo & Stitch,55.659988,7.1,1314,80000000,145771527,6/21/2002,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",0.7
9986,Charlotte's Web,14.132583,5.8,288,85000000,144000000,12/15/2006,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",0.46
8656,Deep Impact,34.070054,5.9,855,75000000,140464664,5/8/1998,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.92
9291,The Longest Yard,26.065735,6.2,785,82000000,190320568,5/19/2005,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0.19
55301,Alvin and the Chipmunks: Chipwrecked,23.473004,5.4,484,75000000,342695435,12/14/2011,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 16, ""name"": ""Animation""}]",-0.62
109418,Grown Ups 2,45.589568,5.8,1155,80000000,246984278,7/11/2013,"[{""id"": 35, ""name"": ""Comedy""}]",0.83
11665,Get Smart,23.496054,6.0,1051,80000000,230685453,6/19/2008,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",0.64
6964,Something's Gotta Give,16.939441,6.3,410,80000000,266728738,12/12/2003,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.68
11324,Shutter Island,81.914696,7.8,6336,80000000,294804195,2/18/2010,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",0.92
12193,Four Christmases,19.500893,5.3,331,80000000,163733697,11/26/2008,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",0.55
9928,Robots,29.558157,6.0,1333,75000000,260696994,3/10/2005,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.76
754,Face/Off,46.075037,6.8,1583,80000000,245676146,6/27/1997,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",0.14
10202,Bedtime Stories,23.531721,5.9,901,80000000,212874442,12/24/2008,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",-0.44
4147,Road to Perdition,49.078546,7.3,1077,80000000,181001478,7/12/2002,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0.89
50546,Just Go with It,37.02665,6.3,1543,80000000,214918407,2/10/2011,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",0.35
1701,Con Air,45.154631,6.5,1270,75000000,224012234,6/1/1997,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",0.3
13027,Eagle Eye,46.887983,6.3,1018,80000000,178066569,9/25/2008,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",-0.73
2289,Cold Mountain,24.598479,6.7,533,79000000,173013509,12/24/2003,"[{""id"": 18, ""name"": ""Drama""}]",0.95
20504,The Book of Eli,32.363538,6.6,2164,80000000,157107755,1/14/2010,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.6
9574,Flubber,11.50396,5.3,695,80000000,177977226,11/26/1997,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.92
11618,The Haunting,19.375768,5.2,369,80000000,91188905,7/23/1999,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",-0.73
2300,Space Jam,36.125715,6.5,1288,80000000,250200000,11/15/1996,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",-0.26
10200,The Day the Earth Stood Still,41.890722,5.2,1043,80000000,233093859,12/10/2008,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",-0.47
8834,Conspiracy Theory,22.179658,6.5,431,75000000,136982834,8/7/1997,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0.52
228150,Fury,139.575085,7.4,3946,68000000,211817906,10/15/2014,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",-0.03
6068,Six Days Seven Nights,18.264635,5.6,332,70000000,164000000,6/12/1998,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.03
41515,Yogi Bear,11.187696,5.2,220,80000000,201584141,12/11/2010,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",0.67
9023,Spirit: Stallion of the Cimarron,41.670544,7.4,831,80000000,122563539,5/24/2002,"[{""id"": 37, ""name"": ""Western""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.55
38317,Zookeeper,27.46264,5.3,498,80000000,169852759,7/6/2011,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",0.42
2157,Lost in Space,17.455024,5.0,388,80000000,136159423,4/3/1998,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",-0.06
14462,The Manchurian Candidate,21.394281,6.2,393,80000000,96105964,7/30/2004,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",0.47
159824,Hotel Transylvania 2,61.692197,6.7,1497,80000000,473226958,9/21/2015,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0.85
49948,Fantasia 2000,14.530946,7.0,292,80000000,90874570,12/17/1999,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",-0.83
2135,The Time Machine,25.978555,5.8,631,80000000,123729176,3/4/2002,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",0.82
9705,Swordfish,36.788745,6.1,932,102000000,147080413,6/7/2001,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0.87
1656,The Legend of Zorro,31.054334,5.9,893,75000000,142400065,10/24/2005,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",0.72
12159,What Dreams May Come,21.891078,6.8,577,85000000,71485043,10/2/1998,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",-0.16
4442,The Brothers Grimm,40.138009,5.6,818,88000000,105316267,8/26/2005,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",-0.74
75,Mars Attacks!,44.090535,6.1,1509,70000000,101371017,12/12/1996,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0.99
19959,Surrogates,36.664991,5.9,1195,80000000,122444772,9/24/2009,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",-0.45
11973,Thirteen Days,18.26121,6.9,189,80000000,34566746,12/24/2000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",-0.2
11228,Daylight,16.681269,5.8,378,80000000,159212469,12/6/1996,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",0.31
77951,Walking With Dinosaurs,10.088006,5.2,133,80000000,126546518,12/18/2013,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",-0.03
5491,Battlefield Earth,7.89147,3.0,255,44000000,21400000,5/10/2000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]",0.45
